DF-ALPHA	0.500000	0.750000	0.875000	0.900000	0.950000	0.975000	0.987500	0.990000	0.995000	0.997500	0.998750	0.999000	0.999500	0.999750	0.999875	0.999900	0.999950	0.999975	0.999990
2	0.816497	1.603567	2.556039	2.919986	4.302653	6.205347	8.860200	9.924843	14.089047	19.962480	28.257748	31.599055	44.704587	63.233694	89.434334	99.992500	141.416053	199.996250	316.225394
3	0.764892	1.422625	2.113087	2.353363	3.182446	4.176535	5.391949	5.840909	7.453319	9.464900	11.983764	12.923979	16.326335	20.604087	25.986640	28.000130	35.297919	44.488434	60.396824
4	0.740697	1.344398	1.935655	2.131847	2.776445	3.495406	4.314656	4.604095	5.597568	6.758253	8.121637	8.610302	10.306255	12.312247	14.688755	15.544101	18.522398	22.058248	27.771648
5	0.726687	1.300949	1.840918	2.015048	2.570582	3.163381	3.810005	4.032143	4.773341	5.604165	6.541442	6.868827	7.975653	9.235495	10.672779	11.177710	12.892825	14.855991	17.896866
6	0.717558	1.273349	1.782173	1.943180	2.446912	2.968687	3.521223	3.707428	4.316827	4.980694	5.708964	5.958816	6.788340	7.707684	8.729403	9.082346	10.260874	11.576234	13.555316
7	0.711142	1.254279	1.742239	1.894579	2.364624	2.841244	3.335295	3.499483	4.029337	4.594638	5.202189	5.407883	6.081756	6.814035	7.612264	7.884584	8.782509	9.766182	11.214850
8	0.706387	1.240318	1.713348	1.859548	2.306004	2.751524	3.205955	3.355387	3.832519	4.333550	4.863650	5.041305	5.617411	6.234039	6.896254	7.120004	7.850648	8.639629	9.782532
9	0.702722	1.229659	1.691484	1.833113	2.262157	2.685011	3.110935	3.249836	3.689662	4.145789	4.622447	4.780913	5.290654	5.829736	6.401855	6.593683	7.215269	7.878832	8.827484
10	0.699812	1.221255	1.674365	1.812461	2.228139	2.633767	3.038243	3.169273	3.581406	4.004530	4.442303	4.586894	5.048973	5.532904	6.041566	6.211051	6.756796	7.333969	8.150287
11	0.697445	1.214460	1.660600	1.795885	2.200985	2.593093	2.980872	3.105807	3.496614	3.894532	4.302844	4.436979	4.863333	5.306256	5.768106	5.921194	6.411572	6.926165	7.647487
12	0.695483	1.208853	1.649292	1.782288	2.178813	2.560033	2.934459	3.054540	3.428444	3.806518	4.191796	4.317791	4.716459	5.127813	5.553864	5.694466	6.142868	6.610325	7.260634
13	0.693829	1.204146	1.639838	1.770933	2.160369	2.532638	2.896148	3.012276	3.372468	3.734536	4.101340	4.220832	4.597461	4.983829	5.381705	5.512515	5.928122	6.358956	6.954441
14	0.692417	1.200140	1.631817	1.761310	2.144787	2.509569	2.863994	2.976843	3.325696	3.674594	4.026271	4.140454	4.499155	4.865293	5.240467	5.363413	5.752763	6.154414	6.706452
15	0.691197	1.196689	1.624926	1.753050	2.131450	2.489880	2.836627	2.946713	3.286039	3.623918	3.962993	4.072765	4.416613	4.766062	5.122586	5.239088	5.606985	5.984891	6.501746
16	0.690132	1.193685	1.618943	1.745884	2.119905	2.472878	2.813056	2.920782	3.251993	3.580522	3.908943	4.014996	4.346349	4.681810	5.022759	5.133894	5.483962	5.842204	6.330048
17	0.689195	1.191047	1.613699	1.739607	2.109816	2.458051	2.792542	2.898231	3.222450	3.542949	3.862251	3.965126	4.285828	4.609406	4.937167	5.043765	5.378800	5.720515	6.184064
18	0.688364	1.188711	1.609065	1.734064	2.100922	2.445006	2.774529	2.878440	3.196574	3.510104	3.821514	3.921646	4.233167	4.546530	4.862988	4.965706	5.287906	5.615551	6.058485
19	0.687621	1.186629	1.604941	1.729133	2.093024	2.433440	2.758586	2.860935	3.173725	3.481151	3.785667	3.883406	4.186935	4.491430	4.798098	4.897462	5.208583	5.524115	5.949353
20	0.686954	1.184761	1.601246	1.724718	2.085963	2.423117	2.744376	2.845340	3.153401	3.455438	3.753882	3.849516	4.146028	4.442753	4.740866	4.837301	5.138769	5.443771	5.853668
21	0.686352	1.183076	1.597918	1.720743	2.079614	2.413845	2.731632	2.831360	3.135206	3.432452	3.725508	3.819277	4.109579	4.399443	4.690018	4.783877	5.076863	5.372632	5.769109
22	0.685805	1.181549	1.594905	1.717144	2.073873	2.405473	2.720139	2.818756	3.118824	3.411782	3.700025	3.792131	4.076900	4.360664	4.644548	4.736124	5.021602	5.309212	5.693858
23	0.685306	1.180157	1.592163	1.713872	2.068658	2.397875	2.709720	2.807336	3.103997	3.393095	3.677014	3.767627	4.047437	4.325743	4.603650	4.693189	4.971975	5.252327	5.626470
24	0.684850	1.178884	1.589657	1.710882	2.063899	2.390949	2.700233	2.796939	3.090514	3.376119	3.656133	3.745399	4.020739	4.294133	4.566671	4.654381	4.927168	5.201024	5.565782
25	0.684430	1.177716	1.587359	1.708141	2.059539	2.384610	2.691558	2.787436	3.078199	3.360631	3.637100	3.725144	3.996435	4.265386	4.533075	4.619135	4.886515	5.154523	5.510848
26	0.684043	1.176639	1.585244	1.705618	2.055529	2.378786	2.683594	2.778715	3.066909	3.346443	3.619680	3.706612	3.974219	4.239132	4.502420	4.586984	4.849465	5.112184	5.460893
27	0.683685	1.175644	1.583290	1.703288	2.051830	2.373417	2.676258	2.770683	3.056520	3.333398	3.603678	3.689592	3.953832	4.215060	4.474337	4.557539	4.815563	5.073474	5.415273
